,investment_id,project_id,commissioning_year,status,asset_type,substation_1,substation_2,ac_dc,specified_length_km,description,underground,voltage (guess),url,x1,y1,x2,y2,p_nom_max
156,1516,252,2035,planned_not_yet_permitting,line,Bruegel (BE),Courcelles (BE),AC,47.0,Upgrade of this double-circuit axis to HTLS conductors,False,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/252,4.231698,50.881294,4.347592,50.494687,
157,1517,252,2025,planned_not_yet_permitting,line,Mercator (BE),Bruegel (BE),AC,16.0,Upgrade of this double-circuit axis to HTLS conductors,False,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/252,4.247115,51.153988,4.231698,50.881294,
158,1676,252,2030,planned_not_yet_permitting,line,Mercator (BE),Massenhoven (BE),AC,36.0,Upgrade of this double-circuit axis to HTLS conductors,False,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/252,4.247115,51.153988,4.630408,51.195924,
159,1224,253,2031,under_consideration,line,Creys (FR),Saint Vulbas (FR),AC,21.0,Uprate of the double circuit 400-kV line Creys - Saint Vulbas with HTLS,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/253,,,,,
161,660,254,2024,in_permitting,line,Osterath (DE),Philippsburg (DE),DC,340.0,New HVDC-lines from Osterath to Philippsburg to integrate new wind generation especially from North Sea towards Central-South Germany for consumption and storage.,False,380,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/254,6.6257,51.2602,8.438855,49.251884,2000
162,667,258,2022,under_construction,line,Brunsbüttel (DE),Klixbüll (DE),AC,125.0,About 135 km new 380-kV-lines and around 10 new transformers for integration of onshore Wind in Schleswig-Holstein and increase of NTC between DE and DK,False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/258,9.202224,53.896637,8.86831,54.79494,500
163,1205,259,2030,under_consideration,line,Józsa (HU),Oradea (RO),AC,120.0,New 120 km single circuit 400 kV OHL between Hungary and Romania (90 km on Hungarian and 30 km on Romanian side) in order to reach the market based target capacity resulted from the TYNDP 2016 Common Planning Studies based in V4 and TYNDP 2018 IoSN in DG2040 and GCA2040. Internal investments in Romania associated to the project are also included.,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/259,21.601137,47.566535,21.947653,47.021773,
164,1255,260,2030,under_consideration,line,,,DC,0.0,Multi-purpose interconnector between GB and NL also connecting GB and NL windfarms.,True,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/260,,,,,2000
166,1258,263,2035,under_consideration,substation,Rüthi (CH),,AC,,"Integration of the new 380 kV tie-line Rüthi (CH) - Meiningen (AT) through optimisations between Rüthi and Mettlen, Rüthi and Bonaduz and the construction of a new 380 kV substation and a new 380/220 kV transformer in Rüthi.",,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/263,9.556022,47.302744,,,
166,1258,263,2035,under_consideration,line,Rüthi (CH),Mettlen (CH),AC,1.0,"Integration of the new 380 kV tie-line Rüthi (CH) - Meiningen (AT) through optimisations between Rüthi and Mettlen, Rüthi and Bonaduz and the construction of a new 380 kV substation and a new 380/220 kV transformer in Rüthi.",False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/263,9.556022,47.302744,8.3375,47.115278,
166,1258,263,2035,under_consideration,line,Rüthi (CH),Bonaduz (CH),AC,1.0,"Integration of the new 380 kV tie-line Rüthi (CH) - Meiningen (AT) through optimisations between Rüthi and Mettlen, Rüthi and Bonaduz and the construction of a new 380 kV substation and a new 380/220 kV transformer in Rüthi.",False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/263,9.556022,47.302744,9.378935,46.811369,
167,1583,263,2035,under_consideration,line,Rüthi (CH),Border area DE,AC,,Voltage increase of all existing lines to 380 kV (without an increase of the line cross-section) and 2 new 380/22'0 kV transformers in Bürs,False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/263,9.556022,47.302744,9.823886,47.578679,
167,1583,263,2035,under_consideration,line,Rüthi (CH),Bürs (AT),AC,,Voltage increase of all existing lines to 380 kV (without an increase of the line cross-section) and 2 new 380/22'0 kV transformers in Bürs,False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/263,9.556022,47.302744,9.810812,47.142892,
168,1259,264,2029,in_permitting,line,Beznau (CH),Mettlen (CH),AC,64.0,"Optimization of the existing route by voltage conversion to 380 kV, partial reinforcement.",False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/264,8.232178,47.556163,8.3375,47.115278,
169,1284,264,2022,under_construction,line,Pradella (CH),La Punt (CH),AC,49.0,Reinforcement of the existing route,False,380,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/264,10.332200,46.805088,9.925693,46.579296,
170,1287,264,2027,in_permitting,line,Bassecourt (CH),Mühleberg (CH),AC,45.4,Reinforcement of the existing route by voltage conversion to 380 kV including a new 380/220 kV transformer in Mühleberg.,False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/264,7.258334,47.337850,7.281545,46.972590,
171,1288,264,2035,in_permitting,line,Mettlen (CH),Ulrichen (CH),AC,87.1,Reinforcement of the existing 220 kV line to 380 kV,False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/264,8.3375,47.115278,8.3,46.5,
172,1290,265,2035,planned_not_yet_permitting,line,Magadino (CH),Ulrichen (CH),AC,,Replacement and extension of the lines in Western part of canton Tessin.  The details are given in the link that is included in the project sheet:  https://www.swissgrid.ch/content/swissgrid/en/home/projects/project-overview/allacqua-magadino.html,False,220,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/265,8.912157,46.162158,8.3,46.5,
173,1721,265,2035,planned_not_yet_permitting,line,Magadino (CH),,AC,,Connection of the Avegno - Gorduno line to the Magadino substation and new 380/220 kV transformer in Magadino,False,380,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/265,8.912157,46.162158,,,
174,1286,266,2029,in_permitting,line,Chippis (CH),Lavorgo (CH),AC,124.0,Reinforcement by construction of a new 380 kV route including a new 380/220 kV transformer in Mörel,False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/266,7.558014,46.287096,8.837695,46.441361,
175,1733,266,2027,in_permitting,line,Bickigen (CH),Chippis (CH),AC,106.6,Bickigen - Chippis: Optimisation of the existing route by voltage conversion to 380 kV,False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/266,7.648871,47.094234,7.558014,46.287096,
176,1734,266,2022,under_construction,line,Chamoson (CH),Chippis (CH),AC,30.0,Chamoson - Chippis: Reinforcement by new construction of a 380 kV route New 380/220 kV transformer in Chippis,False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/266,7.249694,46.185506,7.558014,46.287096,
177,1262,267,2030,under_consideration,line,Hurva (SE),Guestrow (DE),DC,300.0,Possible second HVDC cable interconnector between southern Sweden (Bidding area SE4) and Germany (50Hertz). This project candidate is driven by market based target capacities found in the Common Planning Studies by Regional Group Baltic Sea.,True,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/267,13.60293,55.83245,12.18694,53.81613,1400
178,1211,270,2030,planned_not_yet_permitting,line,Aragon region (ES),Marsillon (FR),DC,230.0,New axis Aragon region -Marsillon,False,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/270,-1.671123,41.952398,-0.595506,43.385970,
179,1212,270,2030,planned_not_yet_permitting,line,Ejea de los Caballeros (ES),Aragon region (ES),AC,110.0,New AC line (double circuit 400kV) between Ejea and Aragon region where the converter station is located,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/270,-1.148180,42.108920,-1.671123,41.952398,
180,1214,270,2030,planned_not_yet_permitting,substation,Ejea de los Caballeros (ES),,AC,,New 400kV Ejea de los Caballeros subestation and connection to the lines La Serna-Magallon and Magallon Peñalba,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/270,-1.148180,42.108920,,,
181,1215,270,2030,planned_not_yet_permitting,substation,Aragon region (ES),,AC,,New 400 kV Aragon region subestation and connection to existing network and future cross border project,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/270,-1.671123,41.952398,,,
182,1206,276,2029,planned_not_yet_permitting,line,Pamplona area (ES),Cantegrit (FR),DC,225.0,HVDC Pamplona area(Spain) -Cantegrit (France),False,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/276,-1.645402,42.818157,-0.88732,44.01341,2000
183,1207,276,2029,planned_not_yet_permitting,line,Cantegrit (FR),Saucats,AC,70.0,Upgrade of 2* 400 kV lines Cantegrit-Saucats,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/276,-0.88732,44.01341,-0.613885,44.614297,
184,1208,276,2029,planned_not_yet_permitting,line,Cantegrit (FR),Marsillon (FR),AC,80.0,Upgrade of existing 2*225kV line Cantegrit-Marsillon to 1* 400kV,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/276,-0.88732,44.01341,-0.595506,43.385970,
185,1210,276,2029,planned_not_yet_permitting,substation,Pamplona area (ES),,AC,,New substation Pamplona area 400 kV and connection to the 400 kV line Ichaso-Castejón/Muruarte?,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/276,-1.645402,42.818157,,,
186,1008,280,2030,under_consideration,line,Lonny (FR),Gramme (BE),AC,,"Installation of PST(s) and/or line capacity upgrade of Lonny-Achene-Gramme. On this axis multiple needs are required :  by 2025, installation of a PST at Achêne (planned in the Belgium NDP) to secure the current transfer capacity with the Nuclear shutdown in Belgium that could affect directly axis ""Lonny-Achêne-Gramme"" with closing of power plant of Tihange. By 2030, to increase the transfer capacity between France and Belgium, Project 280 (HTLS reinforcement + use of PST set in 2025 + additionnal PST) is under consideration in TYNDP 2020. As the two set of reinforcement are on the same axis, for sure they will interact together but the goal is not exactly the same",False,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/280,4.572700,49.827643,5.286804,50.512385,
187,1378,283,2026,under_consideration,line,Rejim Maatoug (TN) VSC HVDC - 400 kV AC +/- 500 kV DC – 2x 1GW,Montalto di Castro (IT) VSC HVDC - 400 kV AC +/- 500 kV DC – 2x 1GW,DC,1270.0,"TuNur DC consists in a +/- 500 kV DC overhead line in Tunisia from the CSP plant to the shoring point, submarine cables from the Tunisian Northern coast to Montalto di Castro in Italy and VSC HVDC converter stations at both terminal points.",True,500.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/283,,,,,
188,1430,283,2026,under_consideration,line,Montalto di Castro (IT) VSC HVDC - 400 kV AC +/- 500 kV DC – 2x 1GW,Montalto di Castro (IT) Terna station 400 kV AC,AC,2.0,400 kV AC underground cables from the HVDC converter in Montalto to Terna’s 400 kV station in Montalto. CAPEX includes 2 circuit breaker bays within Terna’s station.,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/283,,,,,
189,1619,284,2025,planned_not_yet_permitting,line,Tobrouk (Libya),"Linoperamata (Greece, Crete)",DC,370.0,2000 MW subsea interconnector associated to a 150 MW solar power plant.,True,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/284,,,,,
190,1383,285,2022,planned_not_yet_permitting,line,Kingsnorth (UK),"Warande (FR)",DC,156.0,"UK-France, 1.5GW HVDC Interconnector",True,525,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/285,0.598579,51.418464,2.160477,50.949219,1500
191,1385,286,2023,planned_not_yet_permitting,line,Great Island (IE),Pembroke (UK),DC,195.0,A subsea HVDC interconnector between Wales and Ireland. See also https://www.greenlink.ie/,True,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/286,-6.991805,52.281693,-4.990253,51.682371,500
192,1431,293,2024,under_consideration,line,Lavrio,Levitha,DC,245.0,New DC link (2 converter SS + 245 km DC subm. cable) to connect 582MW of offshore WF generation to the mainland (Area of Athens and Crete Island),True,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/293,,,,,
193,1432,293,2026,under_consideration,line,Levitha,Atherinolakkos Crete,DC,250.0,Interconnection of the Crete Island to the Greek Mainland via Levitha converter station.,True,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/293,,,,,
194,1433,293,2025,under_consideration,line,Levitha,Syrna,AC,81.0,Connection Wind Farms with AC Substations at Levitha and Syrna,True,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/293,,,,,
195,1434,293,2024,under_consideration,line,Kinaros,Levitha,AC,14.0,AC Submarine cable to connect Kinaros substation to the AC side of Levitha  Substation,True,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/293,,,,,
196,1435,293,2025,under_consideration,line,Kandeliousa,Syrna,AC,34.0,HVAC Submarine cable to connect Kandeliousa  OffsHore Wind Farm HV substation to Syrna HV Subsation,True,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/293,,,,,
197,1436,293,2025,under_consideration,line,Kandeliousa,Pergousa,AC,14.0,HVAC Submarine cable connect Kandeliousa offshore Wind Farm HV substation to Pergousa HV Substation,True,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/293,,,,,
198,1704,293,2026,under_consideration,line,Levitha,Kos - Rhodes,AC,170.0,HVAC Submarine cable connecting Levitha offshore Wind Farm HV substation to Dodecanese (Kos & Rhodes HV Substation),True,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/293,,,,,
199,1437,296,2026,under_consideration,line,Hernani (ES),Cordemais (FR),DC,665,"Interconnection project between South-West England (United Kingdom), Cordemais (France) and Basque Country (Spain) in a multiterminal VSC HVDC bipole configuration of +/- 500-600 kV with 3 inputs/outputs of 1800 MW each, and a mostly subsea route from Spain to Great Britain along the French coast of about 1330 km in total.",True,600.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/296,-1.968715,43.259873,-1.870079,47.286315,1800
199,1437,296,2026,under_consideration,line,Cordemais (FR),Langage (UK),DC,665,"Interconnection project between South-West England (United Kingdom), Cordemais (France) and Basque Country (Spain) in a multiterminal VSC HVDC bipole configuration of +/- 500-600 kV with 3 inputs/outputs of 1800 MW each, and a mostly subsea route from Spain to Great Britain along the French coast of about 1330 km in total.",True,600.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/296,-1.870079,47.286315,-4.017783,50.385351,1800
200,445,297,2020,under_construction,line,Zandvliet (BE),Lillo (BE),AC,17,"The second phase of the BRABO project consists of the construction of a new double circuit 380kV overhead line from Zandvliet via Lillo to Liefkenshoek where the new line will be the temporarily connected to the existing 380kV line Doel-Mercator.This new line will be constructed making use of the corridor of the existing 150kV overhead line Zandvliet-Oorderen-Lillo, which will be undergrounded.",False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/297,4.247941,51.369788,4.307132,51.301299,
200,445,297,2020,under_construction,line,Lillo (BE),Liefkenshoek (BE),AC,1,"The second phase of the BRABO project consists of the construction of a new double circuit 380kV overhead line from Zandvliet via Lillo to Liefkenshoek where the new line will be the temporarily connected to the existing 380kV line Doel-Mercator.This new line will be constructed making use of the corridor of the existing 150kV overhead line Zandvliet-Oorderen-Lillo, which will be undergrounded.",False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/297,4.307132,51.301299,4.291507,51.292184,
201,604,297,2025,in_permitting,line,Liefkenshoek (BE),Kallo (BE),AC,4,"The existing 150kV overhead will be upgraded to a single 380kV overhead line between the site Liefkenshoek and the substation Mercator. To facilitate this upgrade, the adjacent 150kV grid will be adapted.",False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/297,4.291507,51.292184,4.288936,51.253364,
201,604,297,2025,in_permitting,line,Kallo (BE),Mercator (BE),AC,15.0,"The existing 150kV overhead will be upgraded to a single 380kV overhead line between the site Liefkenshoek and the substation Mercator. To facilitate this upgrade, the adjacent 150kV grid will be adapted.",False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/297,4.288936,51.253364,4.247115,51.153988,
202,605,297,2019,under_construction,substation,Lillo (BE),,AC,,"This concerns the construction of the 380kV substation Lillo, including a 380/150 kV transformer, as part of the second phase of the BRABO-project.",False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/297,4.307132,51.301299,,,
203,1458,299,2024,in_permitting,line,Codrongianos (IT), Lucciana (FR),DC,100,"New HVDC triterminal link between Italy mainland, Corsica and Sardinia replacing existing link SACOI2. See also https://en.wikipedia.org/wiki/HVDC_Italy%E2%80%93Corsica%E2%80%93Sardinia",False,200,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/299,8.712664,40.652716,9.450138,42.528592,400
203,1458,299,2024,in_permitting,line,Lucciana (FR),Suvereto (IT),DC,50,"New HVDC triterminal link between Italy mainland, Corsica and Sardinia replacing existing link SACOI2. See also https://en.wikipedia.org/wiki/HVDC_Italy%E2%80%93Corsica%E2%80%93Sardinia",False,200,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/299,9.450138,42.528592,10.694144,43.053751,400
204,1628,309,2023/4,in_permitting,line,Grain West (UK),Fedderwarden (DE),DC,700.0,1.4GW HVDC Interconnector between UK and Germany,True,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/309,0.715578,51.445191,8.063391,53.555940,1400
205,1472,312,2025,under_construction,line,St. Peter (AT),Tauern (AT),AC,128.0,new 380-kV-Line,False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/312,13.081668,48.256517,12.739781,47.277614,
206,1473,313,2024,in_permitting,line,Altheim (DE),St. Peter (AT),AC,90.0,"New 380kV double circuit OHL Isar/Altheim/Ottenhofen - St. Peter including new 380kV switchgears Altheim, Pirach, Simbach and St. Peter.",False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/313,12.220410,48.585581,13.081668,48.256517,
207,1558,320,2021,under_construction,line,Cirkovce (SI),Pince (SI),AC,80.0,"New double circuit 400kV overhead line in Slovenia (section Cirkovce-Pince) and a new 400 kV substation Cirkovce (SI). The new OHL will be connected to one circuit of the existing double circuit 400kV OHL Heviz(HU)-Zerjavinec(HR), creating two new cross-border lines: Heviz(HU)-Cirkovce(SI) and Cirkovce (SI)-Zerjavinec (HR).",False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/320,15.732639,46.398674,16.523254,46.525583,
208,1476,322,2025,in_permitting,line,Wullenstetten (DE),Neuravensburg (DE),AC,85.0,"Between point Wullenstetten and point border area (DE-AT) an upgrade of an existing 380-kV-line is necessary (grid enhancement). Thereby, a significantly higher transmission capacity is realized. Between switching point Neuravensburg and Austrian National border (AT) a new line with a significantly higher transmission capacity will be constructed in an existing corridor (grid enhancement).",False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/322,10.068587,48.316836,9.759156,47.638245,
208,1476,322,2025,in_permitting,line,Neuravensburg (DE),Austrian National border (AT),AC,10,"Between point Wullenstetten and point border area (DE-AT) an upgrade of an existing 380-kV-line is necessary (grid enhancement). Thereby, a significantly higher transmission capacity is realized. Between switching point Neuravensburg and Austrian National border (AT) a new line with a significantly higher transmission capacity will be constructed in an existing corridor (grid enhancement).",False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/322,9.759156,47.638245,9.782586,47.588408,
209,1478,323,2025,in_permitting,line,Dekani (IT),Zaule (IT),AC,11.0,"The Zaule (IT) - Dekani (SI) interconnection is a third party cross-border electrical line promoted by Adria Link Srl, E3 d.o.o. and HSE d.o.o..  The project concerns an underground cable 110kV a.c. merchant line, 150 MW from Zaule (IT) substation to Dekani substation, including a 110/135 kV Phase Shifter Transformer.",True,110,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/323,13.798572,45.553035,13.818485,45.617894,150
210,1482,324,2023,in_permitting,line,Redipuglia (IT),Vrtojba (SI),AC,22.5,"The Redipuglia (IT) - Vrtojba (SI) interconnection is a third party cross-border electrical line promoted by Adria Link Srl, E3 d.o.o. and HSE d.o.o..  The project concerns an underground cable 110kV a.c. merchant line, 150 MW from Redipuglia (IT) substation to Vrtojba (SI) substation, including a 110/135 kV Phase Shifter Transformer.",True,110,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/324,13.471760,45.852391,13.645423,45.915409,150
211,1483,325,2034,under_consideration,line,Obersielach (AT),Podlog (SI),AC,70.0,upgrade from 220 kV to 380 kV,False,380.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/325,14.681838,46.668476,15.129407,46.276273,
212,1620,328,2025,planned_not_yet_permitting,substation,Aach (DE),,AC,,New 400/220-kV-substation,False,400,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/328,6.590884,49.789617,,,
213,1629,328,2025,planned_not_yet_permitting,substation,Bofferdange (LU),,AC,,New 400/220/110 kV substation including transformer 400/220 kV to be commissioned in Bofferdange (LU),False,400,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/328,6.140853,49.688695,,,
214,1630,328,2026,planned_not_yet_permitting,line,Aach (DE),Bofferdange (LU),AC,40.0,New AC Overhead Line between Germany and Luxembourg,False,400,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/328,6.590884,49.789617,6.140853,49.688695,
215,1518,329,2028,planned_not_yet_permitting,line,[TBD] Stevin (BE),Courcelles (BE),AC,90.0,Realisation of a new AC corridor up to 6 GW capacity,False,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/329,,,4.347592,50.494687,6000
216,1498,330,2035,under_consideration,line,Otrokovice (CZ),Ladce (SK),AC,78.0,This investment consists of single circuit 400 kV OHL Otrokovice (CZ) - Ladce (SK).,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/330,17.559199,49.216974,18.287416,49.038186,
217,1499,330,2027,planned_not_yet_permitting,substation,Ladce (SK),,AC,,"This investment consists of extension the new 400 kV substation Ladce, in order to loop 400 kV cross-border OHL from Ladce (SK) to Otrokovice (CZ). The new 400 kV substation Ladce will replace existing 220 kV substation Považská Bystrica and will therefore increase security of supply in this particular region. After commissioning this new 400 kV substation it will be possible to commission new 400 kV cross-border OHL from Ladce (SK) to Otrokovice (CZ).",False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/330,18.287416,49.038186,,,
219,1504,335,2035,under_consideration,substation,North Sea Wind Power Hub,,AC,,"Artificial island central in the North Sea (best location for the first hub is under investigation) with a 'copper plate' type electrical installation suitable to connect 12GW of HVDC systems to shore and up to 12GW of nearby offshore wind. The artificial island is large enough to host all equipment HVDC converters and O&M facilities. Reduction of the total system cost is essential to facilitate large scale offshore wind and interconnection capacity deployment and all options in design, installation and operation should be considered to further reduce cost, including the use of a power hub as an island.  Realising a power hub as an island located centrally in the North Sea has been assessed to be technically feasible, based on - amongst others - bathymetry, extreme wind speed and hydraulic conditions (wave heights, surge levels, etc.) and geotechnical data. See also https://northseawindpowerhub.eu/",False,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/335,3.590555,55.343106,,,
220,1505,335,2035,under_consideration,line,Endrup (DK),North Sea Wind Power Hub,DC,328.0,HVDC connector including substations interfacing the Power Link Island and the Western Danish power system.,True,525,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/335,8.70631,55.53087,3.590555,55.343106,2000
221,1506,335,2035,under_consideration,line,Maasvlakte (NL),North Sea Wind Power Hub,DC,360.0,One of two HVDC connectors including substations interfacing the Power Link Island and the Dutch power system.,True,525,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/335,4.022467,51.956080,3.590555,55.343106,2000
222,1507,335,2035,under_consideration,line,Eemshaven (NL),North Sea Wind Power Hub,DC,290.0,One of two HVDC connectors including substations interfacing the Power Link Island and the Dutch power system.,True,525,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/335,6.862614,53.436121,3.590555,55.343106,2000
223,1508,335,2035,under_consideration,line,Brunsbüttel (DE),North Sea Wind Power Hub,DC,390.0,One of three HVDC connectors including substations interfacing the Power Link Island and the German power system.,True,525,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/335,9.202224,53.896637,3.590555,55.343106,2000
224,1509,335,2035,under_consideration,line,German substation located in the area of Oldenburg,North Sea Wind Power Hub,DC,400.0,One of three HVDC connectors including substations interfacing the Power Link Island and the German power system.,True,525,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/335,8.403015,53.237236,3.590555,55.343106,2000
225,1511,335,2035,under_consideration,line,Krümmel (DE),North Sea Wind Power Hub,DC,490.0,One of three HVDC connectors including substations interfacing the Power Link Island and the German power system.,True,525,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/335,10.414986,53.412651,3.590555,55.343106,2000
226,1556,336,2023,under_construction,line,Prati di Vizze (IT),Steinach (AT),AC,139.0,"New Italy-Austria tie-line between the existing 110kV Steinach substation in Austria and 132 kV Brennero substation, including PST; and connection to 132 kV Prati di Vizze substation.",False,132.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/336,11.455878,46.897315,11.473796,47.083211,
227,1521,338,2030,planned_not_yet_permitting,line,Villanova (IT),Fano (IT),DC,400.0,HVDC lines,True,400,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/338,14.13,42.4034,12.955882,43.787657,1000
228,1557,339,2025,planned_not_yet_permitting,line,SARDINIA REGION,SICILY REGION - SOUTH OF ITALY,DC,900.0,Italian HVDC tri-terminal link,True,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/339,,,,,
229,1519,340,2028,planned_not_yet_permitting,line,Avelgem,Center (TBD),AC,100.0,Realisation of a 6 GW new corridor including PSTs,False,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/340,,,,,
230,1536,341,2030,under_consideration,line,Portile de Fier,Djerdap,AC,2.0,Portile de Fier (RO) - Djerdap (RS) 2nd . Doubling the existing OHL 400 kV (1.5 km on Serbian (thermal limit 1800 A) and 0.5 km on Romanian( thermal limit 2192 A) Side),False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/341,,,,,
232,1538,341,2030,under_consideration,line,WPP Cibuk,Belgrade West,AC,60.0,"New OHL 400 kV WPP Cibuk - SS Belgrade West",False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/341,,,,,
233,1520,342,2034,planned_not_yet_permitting,line,SS Sofia West,SS Nis 2,AC,123.0,Second interconnection line on the border between Bulgaria and Serbia,False,,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/342,,,,,
234,1522,342,2034,planned_not_yet_permitting,line,SS Nis 2,SS Krusevac 1,AC,72.0,Upgrade  of exsisting OHL 220 kV to 400 kV   SS Nis 2 - SS Kruševac 1,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/342,,,,,
235,1523,342,2034,planned_not_yet_permitting,substation,SS Krusevac 1,SS Krusevac 1,AC,0.0,Upgrading SS 220/110 kV Krusevac 1 to 400 kV,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/342,,,,,
236,1524,342,2034,planned_not_yet_permitting,line,SS Krusevac 1,SS Kraljevo 3,AC,48.0,Upgrading of exsisting OHL 220 kV to 400 kV  SS Krusevac 1 - SS Kraljevo 3,False,400.0,https://tyndp2020-project-platform.azurewebsites.net/projectsheets/transmission/342,,,,,
